BHP : Projection UTM Zone 12N; Datum WGS84
Patch:   Cobre
Timing(ms)= 40:60,60:80,80:120,120:160,160:200,200:240,240:320,320:400,400:480,480:560,560:640,640:720,720:800,800:960,960:1120,1120:1280,1280:1440,1440:1600,1600:1760,1760:1920;Integration Window - 40:1920(ms)
Units: Vp = mV, Vs = mV, In = mA, Mx = mV/V, Rho = ohm-m
   RDG    DIPOLE     Status     a        TxFile      Tx1East     Tx1North      Tx1Elev         Tx1x         Tx1y      Tx2East     Tx2North      Tx2Elev        Rx1File      Rx1East     Rx1North      Rx1Elev         Rx1x         Rx1y        Rx2File      Rx2East     Rx2North      Rx2Elev         Rx2x         Rx2y      Contact         Vp         Vp_err           In       In_err          Rho       Rho_QC             k         Coupling      Stack      TimeBase       Mx   Mx_err    Mx_QC          M01         M02         M03         M04         M05         M06         M07         M08         M09         M10         M11         M12         M13         M14         M15         M16         M17         M18         M19         M20
    93        9     Good      828  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   AS000800.DAT   536413.000  3620543.000      788.000            1          450   VT001011.DAT   537194.000  3620815.000      818.000            1         1250        0.000       32.386        0.148     4508.722         0.15        64.57       Accept       8989.950        288.494         116          2000     -3.0     0.00   Accept       -4.975      -2.758      -1.419      -0.564      -0.239      -0.092      -0.015       0.034       0.051       0.056       0.060       0.061       0.055       0.050       0.040       0.029       0.028       0.032       0.037       0.036
    93       16     Good      820  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   SE003234.DAT   537682.000  3620980.000      832.000            1         1750   HU005444.DAT   538458.000  3621241.000      871.000            1         2550        0.000        3.875        0.575     4508.722         0.15        35.67       Accept      41500.169        375.609         116          2000    -23.9     0.00   Accept       -4.011      -1.994      -0.973      -0.376      -0.171      -0.084      -0.036      -0.006       0.012       0.018       0.018       0.019       0.014       0.006      -0.003      -0.004       0.006       0.018       0.015       0.004
    93       24     Good      826  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   IF005577.DAT   536901.000  3620714.000      802.000            1          950   SE003234.DAT   537682.000  3620980.000      832.000            1         1750        0.000       17.868        0.231     4508.722         0.15        71.11       Accept      17944.799        342.859         116          2000     -6.9     0.00   Accept       -5.365      -2.913      -1.497      -0.611      -0.278      -0.128      -0.046       0.003       0.016       0.022       0.032       0.038       0.035       0.031       0.023       0.018       0.023       0.023       0.022       0.016
    93       25     Good      824  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   SU005468.DAT   536122.000  3620446.000      779.000            1          150   IF005577.DAT   536901.000  3620714.000      802.000            1          950        0.000       34.978        0.114     4508.722         0.15        49.31       Accept       6356.615        235.741         116          2000     -1.9     0.00   Accept       -4.075      -2.228      -1.123      -0.422      -0.158      -0.042       0.018       0.053       0.068       0.067       0.058       0.050       0.046       0.049       0.048       0.040       0.034       0.029       0.026       0.028
    93       28     Good      826  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   II005082.DAT   538265.000  3621173.000      861.000            1         2350   RR005196.DAT   539045.000  3621442.000      889.000            1         3150        0.000        2.161        1.142     4508.722         0.15        31.58       Accept      65889.928        386.152         116          2000    -26.8     0.00   Accept       -2.415      -1.241      -0.629      -0.262      -0.129      -0.065      -0.024       0.008       0.027       0.030       0.022       0.006      -0.011      -0.019      -0.014      -0.005       0.011       0.023       0.018       0.005
    93       29     Good      825  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   TE001824.DAT   537484.000  3620910.000      824.000            1         1550   II005082.DAT   538265.000  3621173.000      861.000            1         2350        0.000        5.336        0.581     4508.722         0.15        40.58       Accept      34291.556        372.473         116          2000    -17.3     0.00   Accept       -3.965      -2.004      -0.986      -0.384      -0.175      -0.088      -0.046      -0.020      -0.005       0.008       0.021       0.028       0.027       0.019       0.004      -0.004       0.002       0.013       0.017       0.010
    93       33     Good      824  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   IW004026.DAT   538167.000  3621145.000      858.000            1         2250   PP004432.DAT   538946.000  3621410.000      892.000            1         3050        0.000        2.340        1.226     4508.722         0.15        31.93       Accept      61528.158        384.492         116          2000    -14.5     0.00   Accept       -1.328      -0.761      -0.414      -0.191      -0.101      -0.051      -0.017       0.009       0.027       0.032       0.025       0.009      -0.008      -0.018      -0.014      -0.000       0.018       0.023       0.010      -0.006
    93       34     Good      824  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   XZ001291.DAT   537389.000  3620875.000      819.000            1         1450   IW004026.DAT   538167.000  3621145.000      858.000            1         2250        0.000        6.446        0.383     4508.722         0.15        44.51       Accept      31133.212        369.526         116          2000    -13.9     0.00   Accept       -3.848      -1.967      -0.973      -0.382      -0.173      -0.084      -0.042      -0.015      -0.002       0.008       0.019       0.027       0.027       0.022       0.007      -0.003       0.003       0.014       0.017       0.009
    93       50     Good      827  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   JH005952.DAT   536800.000  3620680.000      796.000            1          850   TN003854.DAT   537583.000  3620945.000      829.000            1         1650        0.000       21.308        0.574     4508.690         0.15        74.32       Accept      15726.232        334.800         116          2000     -6.3     0.00   Accept       -5.812      -3.161      -1.626      -0.662      -0.300      -0.138      -0.049       0.005       0.022       0.027       0.035       0.042       0.040       0.036       0.026       0.019       0.022       0.024       0.023       0.019
    93       55     Good      823  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   JY004022.DAT   536610.000  3620611.000      790.000            1          650   XZ001291.DAT   537389.000  3620875.000      819.000            1         1450        0.000       27.508        0.157     4508.722         0.15        73.53       Accept      12051.186        313.636         116          2000     -4.9     0.00   Accept       -6.064      -3.313      -1.703      -0.688      -0.305      -0.134      -0.039       0.020       0.040       0.044       0.047       0.049       0.045       0.042       0.035       0.024       0.022       0.025       0.029       0.029
    93       75     Good      821  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   X4001351.DAT   538071.000  3621112.000      854.000            1         2150   MS004556.DAT   538847.000  3621376.000      893.000            1         2950        0.000        2.600        0.840     4508.722         0.15        33.06       Accept      57322.284        382.375         116          2000    -26.2     0.00   Accept       -2.870      -1.463      -0.733      -0.299      -0.143      -0.070      -0.023       0.008       0.025       0.028       0.020       0.004      -0.012      -0.018      -0.010       0.004       0.019       0.024       0.013      -0.004
    93       77     Good      823  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   WE001187.DAT   537874.000  3621041.000      844.000            1         1950   MT003428.DAT   538651.000  3621310.000      879.000            1         2750        0.000        2.979        1.280     4508.722         0.15        32.19       Accept      48714.051        381.099         116          2000    -23.6     0.00   Accept       -2.900      -1.485      -0.742      -0.301      -0.142      -0.068      -0.023       0.008       0.023       0.022       0.015       0.007      -0.001      -0.008      -0.010      -0.003       0.011       0.016       0.009      -0.005
    93       87     Good      827  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   MY002014.DAT   536703.000  3620641.000      792.000            1          750   TE001824.DAT   537484.000  3620910.000      824.000            1         1550        0.000       24.902        0.160     4508.722         0.15        75.50       Accept      13669.478        325.511         116          2000     -5.0     0.00   Accept       -5.561      -3.073      -1.591      -0.650      -0.290      -0.126      -0.037       0.017       0.031       0.033       0.037       0.042       0.042       0.039       0.031       0.024       0.025       0.026       0.023       0.017
    93      124     Good      824  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   XG000938.DAT   538364.000  3621205.000      863.000            1         2450   OW003633.DAT   539140.000  3621479.000      904.000            1         3250        0.000        2.015        1.467     4508.722         0.15        31.64       Accept      70803.876        385.952         116          2000    -19.3     0.00   Accept       -1.501      -0.830      -0.442      -0.197      -0.101      -0.053      -0.021       0.003       0.018       0.024       0.022       0.011      -0.006      -0.018      -0.016      -0.004       0.014       0.024       0.012      -0.006
    93      137     Good      823  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   QD003375.DAT   537095.000  3620776.000      813.000            1         1150   WE001187.DAT   537874.000  3621041.000      844.000            1         1950        0.000       12.786        0.201     4508.722         0.15        64.30       Accept      22674.125        355.159         116          2000     -7.4     0.00   Accept       -4.179      -2.262      -1.157      -0.469      -0.213      -0.101      -0.044      -0.010       0.006       0.015       0.025       0.036       0.038       0.032       0.020       0.011       0.013       0.020       0.024       0.019
    93      138     Good      818  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   Z2000749.DAT   536320.000  3620516.000      778.000            1          350   QD003375.DAT   537095.000  3620776.000      813.000            1         1150        0.000       32.365        0.123     4508.722         0.15        57.62       Accept       8026.623        270.264         116          2000     -3.1     0.00   Accept       -5.058      -2.761      -1.411      -0.560      -0.238      -0.094      -0.016       0.036       0.054       0.060       0.062       0.053       0.042       0.040       0.038       0.033       0.031       0.028       0.028       0.032
    93      142     Good      823  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   SY001997.DAT   537973.000  3621074.000      845.000            1         2050   QR004156.DAT   538750.000  3621343.000      887.000            1         2850        0.000        2.796        0.842     4508.722         0.15        32.74       Accept      52793.962        382.630         116          2000    -22.1     0.00   Accept       -2.508      -1.321      -0.676      -0.278      -0.134      -0.065      -0.022       0.007       0.021       0.020       0.012       0.001      -0.012      -0.017      -0.009       0.005       0.019       0.022       0.011      -0.004
    93      159     Good      821  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   VT001011.DAT   537194.000  3620815.000      818.000            1         1250   SY001997.DAT   537973.000  3621074.000      845.000            1         2050        0.000       10.110        0.199     4508.722         0.15        57.28       Accept      25544.840        359.177         116          2000    -11.5     0.00   Accept       -5.025      -2.595      -1.292      -0.507      -0.228      -0.110      -0.050      -0.013       0.004       0.015       0.026       0.034       0.034       0.027       0.011       0.000       0.007       0.019       0.019       0.012
    93      168     Good      824  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   TN003854.DAT   537583.000  3620945.000      829.000            1         1650   XG000938.DAT   538364.000  3621205.000      863.000            1         2450        0.000        4.618        0.516     4508.722         0.15        38.67       Accept      37756.766        374.772         116          2000    -21.3     0.00   Accept       -4.187      -2.098      -1.032      -0.405      -0.188      -0.095      -0.046      -0.012       0.007       0.016       0.020       0.019       0.015       0.008       0.000      -0.003       0.004       0.014       0.018       0.012
    93      176     Good      827  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   VF001829.DAT   536214.000  3620480.000      777.000            1          250   Y2001329.DAT   536997.000  3620746.000      805.000            1         1050        0.000       34.712        0.108     4508.722         0.15        53.74       Accept       6980.591        253.975         116          2000     -2.4     0.00   Accept       -4.621      -2.516      -1.275      -0.492      -0.197      -0.067       0.002       0.046       0.065       0.067       0.059       0.050       0.042       0.043       0.044       0.039       0.034       0.029       0.026       0.028
    93      177     Good      827  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   VG001671.DAT   536508.000  3620578.000      787.000            1          550   X0001242.DAT   537290.000  3620846.000      824.000            1         1350        0.000       30.694        0.163     4508.722         0.15        70.71       Accept      10386.373        302.085         116          2000     -3.9     0.00   Accept       -5.655      -3.117      -1.606      -0.646      -0.282      -0.118      -0.028       0.029       0.048       0.053       0.056       0.056       0.050       0.044       0.035       0.025       0.025       0.030       0.035       0.036
    93      181     Good      826  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   X0001242.DAT   537290.000  3620846.000      824.000            1         1350   X4001351.DAT   538071.000  3621112.000      854.000            1         2150        0.000        7.899        0.337     4508.722         0.15        49.38       Accept      28187.821        365.684         116          2000    -11.1     0.00   Accept       -3.781      -1.972      -0.987      -0.391      -0.178      -0.086      -0.040      -0.012       0.001       0.011       0.022       0.031       0.032       0.027       0.009      -0.005       0.002       0.015       0.018       0.011
    93      183     Good      827  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   Y2001329.DAT   536997.000  3620746.000      805.000            1         1050   X1001271.DAT   537780.000  3621010.000      835.000            1         1850        0.000       14.908        0.205     4508.690         0.15        66.77       Accept      20193.391        350.054         116          2000     -7.6     0.00   Accept       -4.948      -2.671      -1.365      -0.552      -0.249      -0.115      -0.043      -0.001       0.011       0.018       0.031       0.041       0.042       0.034       0.019       0.012       0.019       0.025       0.024       0.017
    93      184     Good      827  DL001790.DAT   536077.000  3619909.000      762.000            0          100   540804.000  3612100.000      786.000   X1001271.DAT   537780.000  3621010.000      835.000            1         1850   YU001012.DAT   538562.000  3621277.000      877.000            1         2650        0.000        3.399        1.019     4508.722         0.15        33.80       Accept      44836.870        381.120         116          2000    -23.1     0.00   Accept       -3.304      -1.670      -0.828      -0.330      -0.154      -0.076      -0.031      -0.001       0.016       0.020       0.018       0.014       0.007      -0.002      -0.007      -0.002       0.009       0.017       0.011      -0.002
    94        8     Good      828  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   AS000801.DAT   536413.000  3620543.000      788.000            1          450   VT001012.DAT   537194.000  3620815.000      818.000            1         1250        0.000       23.212        0.210     4164.270         0.17        57.64       Accept      10339.996        301.998         116          2000     -5.1     0.00   Accept       -5.213      -2.862      -1.478      -0.599      -0.269      -0.129      -0.051      -0.000       0.021       0.030       0.027       0.029       0.035       0.034       0.028       0.028       0.034       0.031       0.023       0.019
    94       15     Good      820  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   SE003235.DAT   537682.000  3620980.000      832.000            1         1750   HU005445.DAT   538458.000  3621241.000      871.000            1         2550        0.000        3.265        1.891     4164.270         0.17        35.30       Accept      45017.552        377.688         116          2000    -23.8     0.00   Accept       -3.302      -1.666      -0.816      -0.310      -0.134      -0.062      -0.028      -0.009       0.001       0.010       0.012       0.011       0.005      -0.005       0.000       0.020       0.027       0.013      -0.007      -0.010
    94       23     Good      826  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   IF005578.DAT   536901.000  3620714.000      802.000            1          950   SE003235.DAT   537682.000  3620980.000      832.000            1         1750        0.000       13.580        0.414     4164.270         0.17        65.76       Accept      20165.304        349.497         116          2000     -9.3     0.00   Accept       -5.172      -2.809      -1.448      -0.592      -0.272      -0.135      -0.057      -0.007       0.015       0.025       0.020       0.016       0.015       0.012       0.013       0.020       0.030       0.028       0.011      -0.000
    94       24     Good      824  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   SU005469.DAT   536122.000  3620446.000      779.000            1          150   IF005578.DAT   536901.000  3620714.000      802.000            1          950        0.000       25.687        0.184     4164.270         0.17        43.22       Accept       7006.509        253.441         116          2000     -2.9     0.00   Accept       -3.945      -2.164      -1.104      -0.429      -0.175      -0.068      -0.008       0.029       0.039       0.041       0.035       0.037       0.043       0.038       0.030       0.031       0.035       0.032       0.027       0.023
    94       27     Good      826  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   II005083.DAT   538265.000  3621173.000      861.000            1         2350   RR005197.DAT   539045.000  3621442.000      889.000            1         3150        0.000        1.896        7.283     4164.270         0.17        32.04       Accept      70375.105        386.844         116          2000     97.2     0.00   Accept       -1.669      -0.896      -0.461      -0.189      -0.079       0.009       0.029       0.019       0.027       0.022       0.012       0.000      -0.009      -0.015      -0.000       0.018       0.017       0.013       0.890       1.693
    94       28     Good      825  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   TE001825.DAT   537484.000  3620910.000      824.000            1         1550   II005083.DAT   538265.000  3621173.000      861.000            1         2350        0.000        4.356        4.531     4164.270         0.17        39.19       Accept      37464.150        375.295         116          2000    -69.8     0.00   Accept       -3.572      -1.818      -0.895      -0.343      -0.150      -0.072      -0.034      -0.012      -0.002       0.009       0.015       0.022       0.025       0.014       0.001       0.001       0.012       0.013      -0.885      -1.702
    94       33     Good      824  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   IW004027.DAT   538167.000  3621145.000      858.000            1         2250   PP004433.DAT   538946.000  3621410.000      892.000            1         3050        0.000        2.036        2.513     4164.270         0.17        32.20       Accept      65852.464        385.378         116          2000    -22.0     0.00   Accept       -1.919      -1.008      -0.511      -0.203      -0.087      -0.035      -0.004       0.015       0.021       0.021       0.011       0.000      -0.008      -0.012       0.003       0.019       0.021       0.014      -0.007      -0.017
    94       34     Good      824  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   XZ001292.DAT   537389.000  3620875.000      819.000            1         1450   IW004027.DAT   538167.000  3621145.000      858.000            1         2250        0.000        5.181        0.850     4164.270         0.17        42.49       Accept      34150.903        372.736         116          2000    -17.6     0.00   Accept       -3.949      -2.000      -0.980      -0.373      -0.162      -0.076      -0.035      -0.012      -0.003       0.005       0.010       0.018       0.021       0.015       0.006       0.007       0.014       0.015       0.009       0.004
    94       50     Good      823  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   QG005610.DAT   536022.000  3620412.000      777.000            1           50   JH005953.DAT   536800.000  3620680.000      796.000            1          850        0.000       24.701        5.902     4164.270         0.17        37.93       Accept       6393.803        234.048         116          2000    -40.9     0.00   Accept       -4.324      -2.657      -1.487      -0.968      -0.830      -0.761      -0.728      -0.728      -0.743      -0.747      -0.798      -0.871      -0.906      -0.920      -0.946      -0.987      -1.036      -1.084      -1.123      -1.141
    94       51     Good      827  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   JH005953.DAT   536800.000  3620680.000      796.000            1          850   TN003855.DAT   537583.000  3620945.000      829.000            1         1650        0.000       15.996        0.282     4164.133         0.17        68.28       Accept      17775.878        342.545         116          2000     -8.4     0.00   Accept       -5.532      -3.019      -1.562      -0.645      -0.300      -0.151      -0.066      -0.007       0.021       0.034       0.030       0.023       0.019       0.015       0.016       0.028       0.038       0.030       0.006      -0.006
    94       56     Good      823  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   JY004023.DAT   536610.000  3620611.000      790.000            1          650   XZ001292.DAT   537389.000  3620875.000      819.000            1         1450        0.000       20.182        0.251     4164.270         0.17        66.78       Accept      13778.148        323.872         116          2000     -7.1     0.00   Accept       -5.943      -3.244      -1.676      -0.689      -0.320      -0.162      -0.072      -0.013       0.011       0.021       0.020       0.023       0.030       0.030       0.027       0.030       0.035       0.027       0.014       0.012
    94       76     Good      821  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   X4001352.DAT   538071.000  3621112.000      854.000            1         2150   MS004557.DAT   538847.000  3621376.000      893.000            1         2950        0.000        2.252        2.408     4164.270         0.17        33.26       Accept      61493.361        383.445         116          2000    -24.0     0.00   Accept       -2.338      -1.202      -0.599      -0.233      -0.100      -0.042      -0.010       0.007       0.012       0.015       0.008       0.001      -0.004      -0.005       0.009       0.021       0.021       0.014      -0.006      -0.017
    94       78     Good      823  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   WE001188.DAT   537874.000  3621041.000      844.000            1         1950   MT003429.DAT   538651.000  3621310.000      879.000            1         2750        0.000        2.567        1.940     4164.270         0.17        32.39       Accept      52538.221        382.621         116          2000    -21.9     0.00   Accept       -2.417      -1.224      -0.606      -0.229      -0.095      -0.040      -0.014      -0.001       0.003       0.007       0.002      -0.002      -0.000       0.004       0.013       0.018       0.017       0.007      -0.008      -0.012
    94       88     Good      827  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   MY002015.DAT   536703.000  3620641.000      792.000            1          750   TE001825.DAT   537484.000  3620910.000      824.000            1         1550        0.000       18.466        0.339     4164.270         0.17        68.97       Accept      15552.344        334.486         116          2000     -7.4     0.00   Accept       -5.676      -3.117      -1.618      -0.669      -0.310      -0.154      -0.064      -0.004       0.019       0.026       0.019       0.018       0.024       0.027       0.026       0.030       0.035       0.027       0.008       0.002
    94      121     Good      824  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   XG000939.DAT   538364.000  3621205.000      863.000            1         2450   OW003634.DAT   539140.000  3621479.000      904.000            1         3250        0.000        1.771        2.188     4164.270         0.17        32.10       Accept      75477.619        386.429         116          2000    -19.3     0.00   Accept       -1.420      -0.781      -0.413      -0.174      -0.078      -0.032      -0.003       0.015       0.015       0.011      -0.001      -0.003      -0.002       0.000       0.008       0.009       0.004       0.005       0.004       0.002
    94      134     Good      823  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   QD003376.DAT   537095.000  3620776.000      813.000            1         1150   WE001188.DAT   537874.000  3621041.000      844.000            1         1950        0.000        9.924        0.641     4164.270         0.17        60.09       Accept      25216.071        360.118         116          2000    -11.5     0.00   Accept       -4.843      -2.564      -1.295      -0.513      -0.229      -0.109      -0.046      -0.006       0.011       0.020       0.021       0.023       0.024       0.014       0.010       0.021       0.030       0.020       0.002      -0.001
    94      135     Good      818  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   Z2000750.DAT   536320.000  3620516.000      778.000            1          350   QD003376.DAT   537095.000  3620776.000      813.000            1         1150        0.000       23.099        0.168     4164.270         0.17        50.99       Accept       9192.386        285.095         116          2000     -4.3     0.00   Accept       -4.454      -2.469      -1.283      -0.526      -0.238      -0.114      -0.045       0.001       0.021       0.032       0.030       0.033       0.037       0.032       0.025       0.027       0.033       0.031       0.026       0.023
    94      139     Good      823  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   SY001998.DAT   537973.000  3621074.000      845.000            1         2050   QR004157.DAT   538750.000  3621343.000      887.000            1         2850        0.000        2.418        2.379     4164.270         0.17        32.97       Accept      56785.179        383.905         116          2000    -23.9     0.00   Accept       -2.443      -1.257      -0.625      -0.242      -0.104      -0.046      -0.017      -0.003       0.003       0.010       0.009       0.007       0.005       0.003       0.009       0.013       0.014       0.010      -0.005      -0.012
    94      155     Good      821  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   VT001012.DAT   537194.000  3620815.000      818.000            1         1250   SY001998.DAT   537973.000  3621074.000      845.000            1         2050        0.000        7.918        0.738     4164.270         0.17        53.73       Accept      28256.570        363.462         116          2000    -11.6     0.00   Accept       -3.914      -2.078      -1.050      -0.416      -0.184      -0.086      -0.034      -0.002       0.011       0.018       0.018       0.020       0.020       0.009       0.005       0.017       0.025       0.017       0.003      -0.001
    94      164     Good      824  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   TN003855.DAT   537583.000  3620945.000      829.000            1         1650   XG000939.DAT   538364.000  3621205.000      863.000            1         2450        0.000        3.827        1.562     4164.270         0.17        37.77       Accept      41095.160        377.220         116          2000    -20.6     0.00   Accept       -3.395      -1.730      -0.851      -0.324      -0.139      -0.065      -0.029      -0.010      -0.001       0.006       0.006       0.010       0.012       0.006       0.002       0.010       0.019       0.015       0.005       0.006
    94      173     Good      827  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   VF001830.DAT   536214.000  3620480.000      777.000            1          250   Y2001330.DAT   536997.000  3620746.000      805.000            1         1050        0.000       24.842        0.176     4164.270         0.17        47.05       Accept       7886.854        270.528         116          2000     -3.7     0.00   Accept       -4.434      -2.425      -1.243      -0.493      -0.212      -0.093      -0.026       0.015       0.028       0.032       0.029       0.032       0.039       0.035       0.028       0.029       0.033       0.031       0.024       0.020
    94      174     Good      827  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   VG001672.DAT   536508.000  3620578.000      787.000            1          550   X0001243.DAT   537290.000  3620846.000      824.000            1         1350        0.000       22.237        0.245     4164.270         0.17        63.66       Accept      11921.531        313.967         116          2000     -5.9     0.00   Accept       -5.654      -3.108      -1.612      -0.663      -0.306      -0.152      -0.065      -0.006       0.019       0.029       0.026       0.027       0.032       0.031       0.029       0.032       0.035       0.029       0.019       0.018
    94      178     Good      826  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   X0001243.DAT   537290.000  3620846.000      824.000            1         1350   X4001352.DAT   538071.000  3621112.000      854.000            1         2150        0.000        6.262        0.717     4164.270         0.17        46.68       Accept      31042.853        369.426         116          2000    -14.5     0.00   Accept       -3.936      -2.026      -1.002      -0.384      -0.165      -0.075      -0.029      -0.003       0.006       0.011       0.013       0.018       0.020       0.011       0.002       0.009       0.020       0.018       0.007       0.002
    94      180     Good      827  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   Y2001330.DAT   536997.000  3620746.000      805.000            1         1050   X1001272.DAT   537780.000  3621010.000      835.000            1         1850        0.000       11.468        0.577     4164.270         0.17        62.15       Accept      22569.537        355.827         116          2000     -9.3     0.00   Accept       -4.444      -2.428      -1.254      -0.513      -0.236      -0.118      -0.051      -0.006       0.016       0.025       0.021       0.020       0.022       0.015       0.010       0.018       0.029       0.027       0.014       0.006
    94      181     Good      827  DL001791.DAT   535986.000  3619874.000      763.000            0            0   540804.000  3612100.000      786.000   X1001272.DAT   537780.000  3621010.000      835.000            1         1850   YU001013.DAT   538562.000  3621277.000      877.000            1         2650        0.000        2.901        1.954     4164.270         0.17        33.78       Accept      48488.095        382.923         116          2000    -27.5     0.00   Accept       -3.373      -1.688      -0.821      -0.307      -0.129      -0.057      -0.023      -0.006      -0.001       0.006       0.005       0.005       0.005       0.007       0.014       0.019       0.018       0.002      -0.016      -0.017

